"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","CZE","Czech Republic","2017","2017",1.96,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","CZE","Czech Republic","2000","2000",0.33,"B","Break"
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","CZE","Czech Republic","2001","2001",0.32,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","CZE","Czech Republic","2002","2002",0.32,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","CZE","Czech Republic","2003","2003",0.31,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","CZE","Czech Republic","2004","2004",0.3,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","CZE","Czech Republic","2005","2005",0.27,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","CZE","Czech Republic","2006","2006",0.25,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","CZE","Czech Republic","2007","2007",0.24,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","CZE","Czech Republic","2008","2008",0.22,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","CZE","Czech Republic","2009","2009",0.21,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","CZE","Czech Republic","2010","2010",0.16,"B","Break"
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","CZE","Czech Republic","2011","2011",0.16,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","CZE","Czech Republic","2012","2012",0.16,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","CZE","Czech Republic","2013","2013",0.15,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","CZE","Czech Republic","2014","2014",0.14,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","CZE","Czech Republic","2015","2015",0.13,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","CZE","Czech Republic","2016","2016",0.13,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","CZE","Czech Republic","2017","2017",0.12,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2000","2000",4.29,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2001","2001",4.22,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2002","2002",4.29,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2003","2003",4.13,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2004","2004",3.97,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2005","2005",3.86,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2006","2006",3.79,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2007","2007",3.69,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2008","2008",3.57,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2009","2009",3.49,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2010","2010",3.5,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2011","2011",3.13,"B","Break"
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2013","2013",3.07,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2014","2014",2.69,"B","Break"
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2015","2015",2.53,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2016","2016",2.6,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2017","2017",2.61,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2018","2018",2.5,"E","Estimated value"
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2000","2000",4.26,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2001","2001",4.19,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2002","2002",4.26,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2003","2003",4.1,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2004","2004",3.93,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2005","2005",3.8,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2006","2006",3.72,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2007","2007",3.6,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2008","2008",3.51,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2009","2009",3.44,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2010","2010",3.44,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2011","2011",3.07,"B; D","Break; Difference in methodology"
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2013","2013",3,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2014","2014",2.62,"B","Break"
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2015","2015",2.46,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2016","2016",2.52,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2017","2017",2.54,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2018","2018",2.42,"E","Estimated value"
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2002","2002",0,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2003","2003",0,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2004","2004",0,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2005","2005",0.01,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2006","2006",0.01,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2007","2007",0.02,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2008","2008",0.02,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2009","2009",0.02,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2010","2010",0.03,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2011","2011",0.04,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2012","2012",0.04,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2013","2013",0.04,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2014","2014",0.04,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2015","2015",0.04,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2016","2016",0.04,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2017","2017",0.04,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2018","2018",0.04,"E","Estimated value"
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2001","2001",0,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2002","2002",0,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2003","2003",0,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2004","2004",0,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2005","2005",0,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2006","2006",0,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2007","2007",0,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2008","2008",0,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2009","2009",0,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2010","2010",0,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2011","2011",0,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2012","2012",0,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2013","2013",0,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2014","2014",0,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2015","2015",0,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2016","2016",0,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2017","2017",0,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2018","2018",0,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","FIN","Finland","2000","2000",7.54,"B","Break"
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","FIN","Finland","2001","2001",7.46,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","FIN","Finland","2002","2002",7.35,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","FIN","Finland","2003","2003",7.24,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","FIN","Finland","2004","2004",7.1,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","FIN","Finland","2005","2005",7.05,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","FIN","Finland","2006","2006",6.99,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","FIN","Finland","2007","2007",6.73,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","FIN","Finland","2008","2008",6.57,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","FIN","Finland","2009","2009",6.25,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","FIN","Finland","2010","2010",5.85,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","FIN","Finland","2011","2011",5.52,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","FIN","Finland","2012","2012",5.3,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","FIN","Finland","2013","2013",4.87,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","FIN","Finland","2014","2014",4.53,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","FIN","Finland","2015","2015",4.35,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","FIN","Finland","2016","2016",3.97,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","FIN","Finland","2017","2017",3.28,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","FIN","Finland","2000","2000",3.93,"B","Break"
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","FIN","Finland","2001","2001",3.87,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","FIN","Finland","2002","2002",3.83,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","FIN","Finland","2003","2003",3.81,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","FIN","Finland","2004","2004",3.78,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","FIN","Finland","2005","2005",3.72,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","FIN","Finland","2006","2006",3.64,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","FIN","Finland","2007","2007",3.57,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","FIN","Finland","2008","2008",3.5,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","FIN","Finland","2009","2009",3.41,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","FIN","Finland","2010","2010",3.38,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","FIN","Finland","2011","2011",3.3,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","FIN","Finland","2012","2012",3.25,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","FIN","Finland","2013","2013",3.12,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","FIN","Finland","2014","2014",3.09,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","FIN","Finland","2015","2015",3.05,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","FIN","Finland","2016","2016",2.94,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","FIN","Finland","2017","2017",2.8,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","FIN","Finland","2000","2000",3.51,"B","Break"
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","FIN","Finland","2001","2001",3.49,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","FIN","Finland","2002","2002",3.4,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","FIN","Finland","2003","2003",3.31,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","FIN","Finland","2004","2004",3.19,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","FIN","Finland","2005","2005",3.19,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","FIN","Finland","2006","2006",3.19,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","FIN","Finland","2007","2007",3.03,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","FIN","Finland","2008","2008",2.92,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","FIN","Finland","2009","2009",2.71,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","FIN","Finland","2010","2010",2.35,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","FIN","Finland","2011","2011",2.09,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","FIN","Finland","2012","2012",1.93,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","FIN","Finland","2013","2013",1.65,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","FIN","Finland","2014","2014",1.37,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","FIN","Finland","2015","2015",1.2,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","FIN","Finland","2016","2016",0.96,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","FIN","Finland","2017","2017",0.41,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","FIN","Finland","2000","2000",0.03,"B","Break"
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","FIN","Finland","2001","2001",0.03,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","FIN","Finland","2002","2002",0.02,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","FIN","Finland","2003","2003",0.02,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","FIN","Finland","2004","2004",0.02,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","FIN","Finland","2005","2005",0.01,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","FIN","Finland","2006","2006",0.01,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","FIN","Finland","2007","2007",0.01,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","FIN","Finland","2008","2008",0.01,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","FIN","Finland","2009","2009",0.02,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","FIN","Finland","2010","2010",0.02,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","FIN","Finland","2011","2011",0.03,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","FIN","Finland","2012","2012",0.03,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","FIN","Finland","2013","2013",0.02,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","FIN","Finland","2014","2014",0.03,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","FIN","Finland","2015","2015",0.03,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","FIN","Finland","2016","2016",0.03,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","FIN","Finland","2017","2017",0.04,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","FRA","France","2000","2000",7.97,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","FRA","France","2001","2001",7.83,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","FRA","France","2002","2002",7.71,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","FRA","France","2003","2003",7.55,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","FRA","France","2004","2004",7.39,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","FRA","France","2005","2005",7.22,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","FRA","France","2006","2006",7.11,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","FRA","France","2007","2007",7.06,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","FRA","France","2008","2008",6.9,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","FRA","France","2009","2009",6.66,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","FRA","France","2010","2010",6.43,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","FRA","France","2011","2011",6.36,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","FRA","France","2012","2012",6.34,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","FRA","France","2013","2013",6.28,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","FRA","France","2014","2014",6.2,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","FRA","France","2015","2015",6.13,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","FRA","France","2016","2016",6.06,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","FRA","France","2017","2017",5.98,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","FRA","France","2000","2000",4.06,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","FRA","France","2001","2001",3.95,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","FRA","France","2002","2002",3.9,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","FRA","France","2003","2003",3.81,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","FRA","France","2004","2004",3.74,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","FRA","France","2005","2005",3.69,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","FRA","France","2006","2006",3.62,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","FRA","France","2007","2007",3.58,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","FRA","France","2008","2008",3.52,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","FRA","France","2009","2009",3.49,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","FRA","France","2010","2010",3.46,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","FRA","France","2011","2011",3.43,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","FRA","France","2012","2012",3.39,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","FRA","France","2013","2013",3.34,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","FRA","France","2014","2014",3.27,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","FRA","France","2015","2015",3.21,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","FRA","France","2016","2016",3.15,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","FRA","France","2017","2017",3.09,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","FRA","France","2000","2000",1.39,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","FRA","France","2001","2001",1.38,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","FRA","France","2002","2002",1.33,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","FRA","France","2003","2003",1.29,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","FRA","France","2004","2004",1.23,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","FRA","France","2005","2005",1.15,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","FRA","France","2006","2006",1.08,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","FRA","France","2007","2007",1.06,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","FRA","France","2008","2008",0.96,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","FRA","France","2009","2009",0.74,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","FRA","France","2010","2010",0.53,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","FRA","France","2011","2011",0.5,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","FRA","France","2012","2012",0.5,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","FRA","France","2013","2013",0.48,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","FRA","France","2014","2014",0.48,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","FRA","France","2015","2015",0.48,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","FRA","France","2016","2016",0.47,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","FRA","France","2017","2017",0.47,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","FRA","France","2000","2000",1.03,"D","Difference in methodology"
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","FRA","France","2001","2001",1.01,"D","Difference in methodology"
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","FRA","France","2002","2002",0.98,"D","Difference in methodology"
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","FRA","France","2003","2003",0.96,"D","Difference in methodology"
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","FRA","France","2004","2004",0.94,"D","Difference in methodology"
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","FRA","France","2005","2005",0.93,"D","Difference in methodology"
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","FRA","France","2006","2006",0.91,"D","Difference in methodology"
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","FRA","France","2007","2007",0.9,"D","Difference in methodology"
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","FRA","France","2008","2008",0.89,"D","Difference in methodology"
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","FRA","France","2009","2009",0.89,"D","Difference in methodology"
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","FRA","France","2010","2010",0.88,"D","Difference in methodology"
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","FRA","France","2011","2011",0.87,"D","Difference in methodology"
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","FRA","France","2012","2012",0.88,"D","Difference in methodology"
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","FRA","France","2013","2013",0.88,"D","Difference in methodology"
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","FRA","France","2014","2014",0.87,"D","Difference in methodology"
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","FRA","France","2015","2015",0.86,"D","Difference in methodology"
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","FRA","France","2016","2016",0.86,"D","Difference in methodology"
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","FRA","France","2017","2017",0.84,"D","Difference in methodology"
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","DEU","Germany","2000","2000",9.12,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","DEU","Germany","2001","2001",9.01,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","DEU","Germany","2002","2002",8.87,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","DEU","Germany","2003","2003",8.74,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","DEU","Germany","2004","2004",8.58,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","DEU","Germany","2005","2005",8.47,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","DEU","Germany","2006","2006",8.3,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","DEU","Germany","2007","2007",8.24,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","DEU","Germany","2008","2008",8.21,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","DEU","Germany","2009","2009",8.24,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","DEU","Germany","2010","2010",8.25,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","DEU","Germany","2011","2011",8.38,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","DEU","Germany","2012","2012",8.34,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","DEU","Germany","2013","2013",8.28,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","DEU","Germany","2014","2014",8.23,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","DEU","Germany","2015","2015",8.13,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","DEU","Germany","2016","2016",8.06,,
